#"+ESI TIC MS(all) Frag=120.0V SALJA0991.d "
#Point,X(Minutes),Y(Counts)
2834,5.630,3089.05517578125
2835,5.631,2098.91625976563
2836,5.634,102621.234375
2837,5.637,1703.35852050781
2838,5.639,1187.63891601563
2839,5.641,1996.9375
2840,5.643,102307.4765625
2841,5.645,103771.46875
2842,5.647,101772.3671875
2843,5.648,97231.46875
2844,5.650,100216.0859375
2845,5.652,99866.7109375
2846,5.653,98360.21875
2847,5.655,104946.5703125
2848,5.657,98314.75
2849,5.658,100899.046875
2850,5.662,2609.34130859375
2851,5.663,2609.62060546875
2852,5.665,1082.16394042969
2853,5.667,2945.09765625
2854,5.668,3228.787109375
2855,5.670,1923.72033691406
2856,5.673,102012.9375
2857,5.674,100479.7890625
2858,5.678,2671.02197265625
2859,5.679,1644.60522460938
2860,5.681,2587.15112304688
2861,5.684,103795.6796875
2862,5.685,102262.9453125
2863,5.687,105200.59375
2864,5.689,106704.734375
2865,5.690,100448.5234375
2866,5.692,112954.9375
2867,5.694,106559.9609375
2868,5.695,108349.5078125
2869,5.697,107594.6796875
2870,5.700,3513.0068359375
2871,5.702,2321.94702148438
2872,5.704,686.73291015625
2873,5.705,2750.25903320313
2874,5.707,2682.10131835938
2875,5.709,2340.44165039063
2876,5.711,109317.1875
2877,5.713,103646.125
2878,5.715,114539.921875
2879,5.716,105804.625
2880,5.720,2761.95922851563
2881,5.721,1356.49694824219
2882,5.723,2149.5234375
2883,5.726,112058.390625
2884,5.727,109708.7734375
2885,5.729,108926.4453125
2886,5.731,116086.6640625
2887,5.732,109313.75
2888,5.734,110492.6015625
2889,5.736,109755.7265625
2890,5.739,3163.93481445313
2891,5.741,2840.16674804688
2892,5.742,331.787536621094
2893,5.744,2964.25439453125
2894,5.746,2499.25463867188
2895,5.747,2835.95678710938
2896,5.750,114920.3125
2897,5.753,2600.9541015625
2898,5.755,2533.52783203125
2899,5.757,2355.40478515625
2900,5.759,116431.890625
2901,5.762,1567.34729003906
2902,5.764,1526.14526367188
2903,5.766,1407.27429199219
2904,5.768,121704.1875
2905,5.770,125234.4765625
2906,5.772,123023.0546875
2907,5.773,122444.609375
2908,5.775,121290
2909,5.778,3553.20190429688
2910,5.780,1615.02526855469
2911,5.782,664.616943359375
2912,5.783,3227.79418945313
2913,5.785,3511.99194335938
2914,5.787,2198.0810546875
2915,5.789,127645.5078125
2916,5.791,121860.4140625
2917,5.794,1444.90478515625
2918,5.796,1443.12451171875
2919,5.798,1463.13696289063
2920,5.800,118775.40625
2921,5.802,115894.8359375
2922,5.804,115254.625
2923,5.805,117325.640625
2924,5.807,111528.984375
2925,5.809,114697.703125
2926,5.810,107025.1171875
2927,5.812,114421.671875
2928,5.814,104611.8125
2929,5.817,3422.39990234375
2930,5.819,2392.583984375
2931,5.820,1252.00012207031
2932,5.822,4130.00390625
2933,5.824,3562.57397460938
2934,5.825,2551.2880859375
2935,5.828,102644.359375
2936,5.830,105737.6171875
2937,5.831,108294.640625
2938,5.835,1405.05017089844
2939,5.836,1852.66101074219
2940,5.838,1471.33337402344
2941,5.841,96438.5546875
2942,5.842,103292.109375
2943,5.844,107745.9453125
2944,5.846,95897.5234375
2945,5.847,99367.109375
2946,5.849,100101.3046875
2947,5.851,98988.3125
2948,5.852,97567.96875
2949,5.856,3296.61572265625
2950,5.857,3018.89721679688
2951,5.859,436.222229003906
2952,5.861,3445.42358398438
2953,5.862,3011.1943359375
2954,5.864,1836.53503417969
2955,5.867,109776.1875
2956,5.868,102234.1015625
2957,5.870,107817.328125
2958,5.873,2081.71313476563
2959,5.875,88.6474761962891
2960,5.876,130.334075927734
2961,5.878,1219.81750488281
2962,5.880,1772.03698730469
2963,5.881,1855.23583984375
2964,5.884,161988.171875
2965,5.886,177952.6875
2966,5.887,195713.875
2967,5.889,207709.140625
2968,5.892,4486.7998046875
2969,5.894,5161.43212890625
2970,5.896,214.34928894043
2971,5.898,286240.5
2972,5.902,3867.40405273438
2973,5.903,2702.330078125
2974,5.905,1037.16223144531
2975,5.907,2803.80224609375
2976,5.908,3122.32080078125
2977,5.910,2133.31518554688
2978,5.912,3968.88012695313
2979,5.913,3049.10888671875
2980,5.915,2773.18774414063
2981,5.918,328808.8125
2982,5.921,21221.3359375
2983,5.922,322.931060791016
2984,5.924,214.34748840332
2985,5.926,1426.18627929688
2986,5.927,1836.74682617188
2987,5.929,1382.42883300781
2988,5.931,1002.53057861328
2989,5.932,1205.23083496094
2990,5.934,892.078186035156
2991,5.937,240652.765625
2992,5.940,3835.6826171875
2993,5.942,2111.123046875
2994,5.943,763.133972167969
2995,5.945,3768.01098632813
2996,5.947,2296.88256835938
2997,5.948,127.017440795898
2998,5.950,3015.22119140625
2999,5.952,3539.38793945313
3000,5.953,2303.89721679688
3001,5.956,174815.375
3002,5.959,7978.6201171875
3003,5.961,290.777069091797
3004,5.962,123.050827026367
3005,5.964,2159.646484375
3006,5.966,1796.62451171875
3007,5.967,1141.521484375
3008,5.970,153849.640625
3009,5.973,4039.77172851563
3010,5.975,2054.96533203125
3011,5.977,897.738220214844
3012,5.978,3030.96875
3013,5.980,4208.43798828125
3014,5.982,1587.23999023438
3015,5.984,135317.515625
3016,5.988,4150.06982421875
3017,5.989,38.5706520080566
3018,5.991,35.6363639831543
3019,5.993,1974.41296386719
3020,5.994,2198.7197265625
3021,5.996,1711.62060546875
3022,5.999,122942.1328125
3023,6.002,3095.337890625
3024,6.003,2035.86401367188
3025,6.005,974.030639648438
3026,6.007,3160.990234375
3027,6.008,3534.36767578125
3028,6.010,2468.43920898438
3029,6.013,114790.5234375
3030,6.016,1178.15856933594
3031,6.018,153.848846435547
3032,6.019,124.524978637695
3033,6.021,1839.49645996094
3034,6.023,1839.9609375
3035,6.024,1307.43371582031
3036,6.027,107760.421875
3037,6.030,3204.08520507813
3038,6.032,1677.99536132813
3039,6.034,871.747619628906
3040,6.035,3083.259765625
3041,6.037,3191.71337890625
3042,6.038,2976.37036132813
3043,6.041,102031.8203125
3044,6.043,96362.2109375
3045,6.046,1989.30859375
3046,6.048,1744.68896484375
3047,6.049,1775.67431640625
3048,6.052,95880.234375
3049,6.054,98971.6484375
3050,6.057,3972.716796875
3051,6.059,2655.5361328125
3052,6.060,1042.93444824219
3053,6.062,4000.01342773438
3054,6.064,3578.14086914063
3055,6.065,1725.08801269531
3056,6.068,93858.78125
3057,6.070,96833.1953125
3058,6.071,98527.453125
3059,6.073,96590.734375
3060,6.075,97861.2421875
3061,6.076,96824.1875
3062,6.078,98188.3984375
3063,6.080,95860.2578125
3064,6.081,100266.5234375
3065,6.085,2062.16186523438
3066,6.086,1422.03186035156
3067,6.088,1366.50207519531
3068,6.091,99729.015625
3069,6.092,98726.8046875
3070,6.096,3736.0068359375
3071,6.097,1778.15515136719
3072,6.099,677.088500976563
3073,6.101,3251.31469726563
3074,6.102,3563.25122070313
3075,6.104,2073.07348632813
3076,6.107,101592.4609375
3077,6.108,101318.4921875
3078,6.110,99706.890625
3079,6.112,101703.953125
3080,6.113,107367.234375
3081,6.115,103979.796875
3082,6.117,100937.1953125
3083,6.118,97609.90625
3084,6.120,101525.65625
3085,6.123,2666.990234375
3086,6.125,1980.03369140625
3087,6.127,1611.38732910156
3088,6.129,94032.265625
3089,6.131,98476.1875
3090,6.134,3385.60400390625
3091,6.136,1828.51477050781
3092,6.137,961.945251464844
3093,6.139,4249.8359375
3094,6.141,3062.79150390625
3095,6.142,2610.62646484375
3096,6.145,98689.9921875
3097,6.147,105316.09375
3098,6.148,96937.875
3099,6.150,100834.953125
3100,6.152,101008.15625
3101,6.154,99659.75
3102,6.155,103328.5703125
3103,6.157,103610.296875
3104,6.159,98463.578125
3105,6.160,105138.2734375
3106,6.164,1706.58557128906
3107,6.165,2258.6806640625
3108,6.167,1292.27551269531
3109,6.169,119774.2890625
3110,6.173,3108.720703125
3111,6.174,1423.50012207031
3112,6.176,793.704467773438
3113,6.178,3838.50268554688
3114,6.179,3493.19970703125
3115,6.181,2313.1162109375
3116,6.183,15542.701171875
3117,6.184,17046.8828125
3118,6.186,3503.79370117188
3119,6.189,190273.65625
3120,6.192,4380.05419921875
3121,6.194,4378.2412109375
3122,6.195,3768.64672851563
3123,6.197,3310.3896484375
3124,6.199,3082.04541015625
3125,6.200,598.877807617188
3126,6.203,264450.65625
3127,6.206,41283.8203125
3128,6.208,45622.3984375
3129,6.209,5869.0341796875
3130,6.211,5978.1962890625
3131,6.213,7175.5087890625
3132,6.214,8147.67822265625
3133,6.216,3489.07275390625
3134,6.218,1830.1865234375
3135,6.219,1274.92907714844
3136,6.222,253300.890625
3137,6.225,4896.42529296875
3138,6.227,5560.1455078125
3139,6.229,5096.890625
3140,6.230,3553.74365234375
3141,6.232,3022.837890625
3142,6.234,775.502685546875
3143,6.235,3059.724609375
3144,6.237,3973.2548828125
3145,6.239,2483.79711914063
3146,6.241,196089.734375
3147,6.244,25137.31640625
3148,6.246,25893.6171875
3149,6.248,4048.95043945313
3150,6.249,3506.16796875
3151,6.251,2255.7841796875
3152,6.253,1036.26403808594
3153,6.254,1580.30285644531
3154,6.256,2148.79858398438
3155,6.258,1491.60131835938
3156,6.260,165466.875
3157,6.264,3153.84106445313
3158,6.265,4022.78735351563
3159,6.267,1777.21923828125
3160,6.270,159249
3161,6.273,14715.5712890625
3162,6.275,15343.6787109375
3163,6.276,2828.53686523438
3164,6.278,3182.17407226563
3165,6.280,1948.4443359375
3166,6.281,557.379089355469
3167,6.284,150672.375
3168,6.287,4167.70703125
3169,6.289,3279.29736328125
3170,6.290,2160.70043945313
3171,6.292,1911.86547851563
3172,6.294,1644.26672363281
3173,6.295,1175.92114257813
3174,6.298,161014
3175,6.300,161712
3176,6.301,157148.40625
3177,6.305,10373.78515625
3178,6.306,9059.724609375
3179,6.308,1641.60290527344
3180,6.310,3393.33032226563
3181,6.311,1879.15454101563
3182,6.313,561.212768554688
3183,6.316,164591.0625
3184,6.319,3814.85693359375
3185,6.321,3706.06176757813
3186,6.322,2203.29858398438
3187,6.324,1093.30688476563
3188,6.326,1547.66613769531
3189,6.327,1294.11267089844
3190,6.329,5622.73876953125
3191,6.330,6094.00341796875
3192,6.332,6079.36083984375
3193,6.335,156884.578125
3194,6.337,152988.21875
3195,6.338,156539.390625
3196,6.340,154710.8125
3197,6.342,148684.984375
3198,6.345,4777.43408203125
3199,6.346,5579.7939453125
3200,6.348,815.70654296875
3201,6.350,3145.26489257813
3202,6.351,2770.69580078125
3203,6.353,684.102844238281
3204,6.355,3812.30419921875
3205,6.356,4043.89111328125
3206,6.358,2552.1767578125
3207,6.361,137409.046875
3208,6.362,139969.4375
3209,6.366,1694.17944335938
3210,6.367,1216.83911132813
3211,6.369,1538.21850585938
3212,6.372,145549.3125
3213,6.373,141113.328125
3214,6.375,139460.8125
3215,6.377,143997.21875
3216,6.378,144194.921875
3217,6.380,143169.4375
3218,6.383,4271.92822265625
3219,6.385,4489.94140625
3220,6.387,2641.28759765625
3221,6.388,2898.3291015625
3222,6.390,1527.62097167969
3223,6.392,638.068176269531
3224,6.393,4031.28784179688
3225,6.395,3768.10400390625
3226,6.397,880.033081054688
3227,6.399,164538.78125
3228,6.401,147954.96875
3229,6.403,154520.546875
3230,6.404,163066.65625
3231,6.406,167199.46875
3232,6.408,165389.171875
3233,6.411,1645.42651367188
3234,6.413,1205.68286132813
3235,6.414,1453.09191894531
3236,6.417,169377.9375
3237,6.419,180576.8125
3238,6.422,2970.38305664063
3239,6.423,3087.869140625
3240,6.425,2622.6513671875
3241,6.427,2860.40405273438
3242,6.428,2347.25561523438
3243,6.430,716.953002929688
3244,6.432,2759.76171875
3245,6.433,2480.326171875
3246,6.435,455.026947021484
3247,6.438,190527.84375
3248,6.439,191815.75
3249,6.441,190301.359375
3250,6.443,197517.546875
3251,6.444,192052.234375
3252,6.446,190822.734375
3253,6.448,187305.578125
3254,6.449,187650.875
3255,6.453,1781.85095214844
3256,6.454,1681.74768066406
3257,6.456,1246.49353027344
3258,6.459,188368.8125
3259,6.462,2571.21166992188
3260,6.464,1620.16650390625
3261,6.465,579.89013671875
3262,6.467,2760.86181640625
3263,6.469,3645.07836914063
3264,6.470,1893.68835449219
3265,6.472,2965.62646484375
3266,6.474,2387.3076171875
3267,6.475,188.790374755859
3268,6.478,175144.640625
3269,6.480,174842.484375
3270,6.481,166605.53125
3271,6.483,169370.734375
3272,6.485,167129.171875
3273,6.486,166034.390625
3274,6.488,173150.640625
3275,6.490,173254.234375
3276,6.493,4392.74755859375
3277,6.495,4390.9365234375
3278,6.496,2536.05834960938
3279,6.498,2438.26123046875
3280,6.500,2218.54736328125
3281,6.501,561.408630371094
3282,6.504,186807.546875
3283,6.507,9648.1748046875
3284,6.509,12789.0576171875
3285,6.510,15804.2578125
3286,6.512,2320.62451171875
3287,6.514,2404.029296875
3288,6.515,721.914794921875
3289,6.518,204536.5625
3290,6.521,1312.52819824219
3291,6.523,1126.33483886719
3292,6.525,923.745178222656
3293,6.527,204836.875
3294,6.529,207033.140625
3295,6.532,3307.3583984375
3296,6.534,4303.91748046875
3297,6.536,1689.77270507813
3298,6.537,4216.7109375
3299,6.539,2285.13647460938
3300,6.541,571.626098632813
3301,6.543,229661.109375
3302,6.546,14636.2314453125
3303,6.548,17750.462890625
3304,6.550,20174.00390625
3305,6.551,9497.4140625
3306,6.553,9557.94140625
3307,6.555,10790.9638671875
3308,6.557,239737.421875
3309,6.561,2298.75708007813
3310,6.562,2088.54223632813
3311,6.564,565.831970214844
3312,6.566,4109.73291015625
3313,6.567,3651.6552734375
3314,6.569,4220.53271484375
3315,6.572,229013.109375
3316,6.575,15700.240234375
3317,6.577,16127.45703125
3318,6.578,22036.3125
3319,6.580,4257.8486328125
3320,6.581,2931.63256835938
3321,6.583,2298.02905273438
3322,6.585,1852.83386230469
3323,6.586,1777.65441894531
3324,6.588,443.967254638672
3325,6.591,223629
3326,6.594,7322.7412109375
3327,6.596,8573.8701171875
3328,6.597,10897.736328125
3329,6.600,229808.953125
3330,6.603,16280.8095703125
3331,6.605,19474.876953125
3332,6.607,21110.751953125
3333,6.608,5123.08056640625
3334,6.610,3798.74682617188
3335,6.612,2652.2978515625
3336,6.613,3058.48364257813
3337,6.615,1585.25610351563
3338,6.617,574.9443359375
3339,6.619,222946.640625
3340,6.622,1865.93444824219
3341,6.624,1161.65026855469
3342,6.626,1003.47595214844
3343,6.627,9127.5048828125
3344,6.629,6690.1142578125
3345,6.631,7972.18310546875
3346,6.633,205589.671875
3347,6.637,14013.4658203125
3348,6.638,13141.8505859375
3349,6.640,17544.296875
3350,6.642,3233.470703125
3351,6.643,3899.92016601563
3352,6.645,2951.716796875
3353,6.647,2840.44360351563
3354,6.648,2354.44458007813
3355,6.650,375.963256835938
3356,6.653,165728.234375
3357,6.654,164235.15625
3358,6.656,171650.421875
3359,6.658,169226.59375
3360,6.659,166237.640625
3361,6.663,3914.13671875
3362,6.664,4870.49267578125
3363,6.666,2524.96923828125
3364,6.668,7809.57568359375
3365,6.669,8279.814453125
3366,6.671,8388.19921875
3367,6.672,2788.47265625
3368,6.674,2237.57470703125
3369,6.676,1019.65319824219
3370,6.678,155088.109375
3371,6.680,148326.015625
3372,6.682,153650.875
3373,6.684,150112.671875
3374,6.685,154801.78125
3375,6.687,146963.90625
3376,6.689,142826.421875
3377,6.690,143664.359375
3378,6.692,150861.21875
3379,6.694,145136.640625
3380,6.697,1168.95520019531
3381,6.699,1254.55517578125
3382,6.700,785.450378417969
3383,6.703,158781.65625
3384,6.706,4305.693359375
3385,6.708,4266.064453125
3386,6.709,2459.54223632813
3387,6.711,3321.962890625
3388,6.713,1941.62902832031
3389,6.714,437.753265380859
3390,6.716,10769.61328125
3391,6.718,12828.51953125
3392,6.719,137.852569580078
3393,6.722,295265.0625
3394,6.725,8735.1005859375
3395,6.727,3399.69311523438
3396,6.729,1393.884765625
3397,6.730,19743.033203125
3398,6.732,23057.9609375
3399,6.734,27557.328125
3400,6.735,15074.0712890625
3401,6.737,19185.298828125
3402,6.739,23221.453125
3403,6.741,560724.5625
3404,6.744,28381.654296875
3405,6.746,26797.19921875
3406,6.748,806.646179199219
3407,6.749,32835.41796875
3408,6.751,37321.375
3409,6.753,51166.90625
3410,6.754,4262.28759765625
3411,6.756,5443.498046875
3412,6.758,4588.96630859375
3413,6.760,781456.9375
3414,6.764,30883.61328125
3415,6.765,29492.35546875
3416,6.767,36535.28125
3417,6.769,10303.6669921875
3418,6.770,9601.849609375
3419,6.772,8958.3466796875
3420,6.774,16847.369140625
3421,6.775,17777.0859375
3422,6.777,20950.654296875
3423,6.780,866139.5625
3424,6.783,84746.40625
3425,6.784,84701.9609375
3426,6.786,99791.1484375
3427,6.788,19159.255859375
3428,6.789,17567.638671875
3429,6.791,975.724853515625
3430,6.793,22805.53125
3431,6.794,23503.283203125
3432,6.796,26292.876953125
3433,6.799,779507.875
3434,6.802,12737.931640625
3435,6.804,13367.2421875
3436,6.805,14630.4228515625
3437,6.807,29575.75390625
3438,6.809,35052.703125
3439,6.810,39140.6171875
3440,6.812,22389.16796875
3441,6.814,25387.162109375
3442,6.815,21661.642578125
3443,6.818,602116.125
3444,6.821,46022.18359375
3445,6.823,46605.64453125
3446,6.824,55701.2265625
3447,6.826,9773.224609375
3448,6.828,7627.7529296875
3449,6.829,382.090270996094
3450,6.831,10900.8935546875
3451,6.833,11205.869140625
3452,6.834,11186.919921875
3453,6.837,419306.75
3454,6.840,22489.083984375
3455,6.842,24525.587890625
3456,6.844,27932.14453125
3457,6.845,3468.78857421875
3458,6.847,3881.55102539063
3459,6.849,2267.45654296875
3460,6.850,1482.53002929688
3461,6.852,1442.5126953125
3462,6.854,2034.37121582031
3463,6.856,312856.09375
3464,6.859,18217.333984375
3465,6.861,16402.822265625
3466,6.863,19159.63671875
3467,6.864,6430.4150390625
3468,6.866,4995.14990234375
3469,6.868,179.340744018555
3470,6.869,2335.30004882813
3471,6.871,2149.64794921875
3472,6.873,411.043548583984
3473,6.875,254138.875
3474,6.879,15539.2099609375
3475,6.880,15972.2216796875
3476,6.882,15318.41015625
3477,6.884,3117.3798828125
3478,6.885,3805.97436523438
3479,6.887,1999.40747070313
3480,6.889,1371.48254394531
3481,6.890,628.468811035156
3482,6.892,89.6864013671875
3483,6.895,237621.09375
3484,6.898,3946.72680664063
3485,6.899,3493.376953125
3486,6.901,72.7240295410156
3487,6.903,7226.80810546875
3488,6.904,6655.8525390625
3489,6.906,8595.5244140625
3490,6.908,2808.46484375
3491,6.909,1441.20751953125
3492,6.911,625.650695800781
3493,6.914,254365.65625
3494,6.917,20486.91796875
3495,6.919,21596.39453125
3496,6.920,23871.80859375
3497,6.922,3722.45092773438
3498,6.924,2584.21948242188
3499,6.925,2492.40673828125
3500,6.927,9745.751953125
3501,6.929,11053.0078125
3502,6.930,12939.0546875
3503,6.933,380766.09375
3504,6.936,39088.16015625
3505,6.938,47330.8984375
3506,6.939,61022.65234375
3507,6.941,4096.591796875
3508,6.943,2717.00170898438
3509,6.944,178.978485107422
3510,6.946,17510.376953125
3511,6.948,22218.68359375
3512,6.949,21189.541015625
3513,6.952,800795.125
3514,6.955,20780.248046875
3515,6.957,24009.11328125
3516,6.959,25956.251953125
3517,6.960,38260.38671875
3518,6.962,38729.171875
3519,6.964,44170.03515625
3520,6.965,15121.982421875
3521,6.967,16465.25
3522,6.969,22099.66796875
3523,6.971,1098811.25
3524,6.975,142733.25
3525,6.976,143395.265625
3526,6.978,166007.75
3527,6.979,26308.896484375
3528,6.981,26047.34375
3529,6.983,28744.326171875
3530,6.984,19079.505859375
3531,6.986,21985.69140625
3532,6.988,26408.158203125
3533,6.990,1054821.125
3534,6.994,31312.845703125
3535,6.995,29004.482421875
3536,6.997,28509.94921875
3537,6.999,40698.734375
3538,7.000,39022.57421875
3539,7.002,43576.59375
3540,7.004,26744.546875
3541,7.005,24234.25390625
3542,7.007,26783.05078125
3543,7.010,759487.3125
3544,7.013,91739.5
3545,7.015,90287.09375
3546,7.016,101287.4140625
3547,7.018,21425.2109375
3548,7.019,20592.037109375
3549,7.021,18863.26171875
3550,7.023,11576.83984375
3551,7.024,11383.5009765625
3552,7.026,13713.9267578125
3553,7.029,531639.4375
3554,7.032,17946.21484375
3555,7.034,17624.15234375
3556,7.035,20303.044921875
3557,7.037,4119.8798828125
3558,7.039,4012.9404296875
3559,7.040,3766.12768554688
3560,7.042,3159.0283203125
3561,7.044,2347.0966796875
3562,7.045,26.0595245361328
3563,7.048,366291.46875
3564,7.051,35706.55078125
3565,7.053,35470.72265625
3566,7.055,42070.05078125
3567,7.056,35446.42578125
3568,7.058,36053.51171875
3569,7.059,42193.6875
3570,7.061,3331.8994140625
3571,7.063,3944.58129882813
3572,7.064,2576.93969726563
3573,7.067,297564.375
3574,7.070,10679.2607421875
3575,7.072,10106.1708984375
3576,7.074,9391.30078125
3577,7.075,8075.62060546875
3578,7.077,8095.33154296875
3579,7.079,8009.443359375
3580,7.080,6783.57275390625
3581,7.082,5607.59033203125
3582,7.084,5907.10595703125
3583,7.086,247944.4375
3584,7.090,14621.5224609375
3585,7.091,14796.99609375
3586,7.093,17767.30078125
3587,7.095,4017.08374023438
3588,7.096,3627.43823242188
3589,7.098,3192.21484375
3590,7.099,3075.50830078125
3591,7.101,2483.31030273438
3592,7.103,715.321228027344
3593,7.105,216498.3125
3594,7.109,10375.455078125
3595,7.110,10492.3828125
3596,7.112,8809.8125
3597,7.115,194857.078125
3598,7.118,5080.02490234375
3599,7.120,3931.68896484375
3600,7.121,3057.80053710938
3601,7.123,2757.1708984375
3602,7.125,2225.11962890625
3603,7.126,643.202758789063
3604,7.128,5886.6142578125
3605,7.130,5718.0380859375
3606,7.131,7386.3828125
3607,7.134,172274.5625
3608,7.137,4910.46337890625
3609,7.139,5154.04443359375
3610,7.140,5615.3046875
3611,7.142,6147.744140625
3612,7.144,6280.7509765625
3613,7.145,9465.728515625
3614,7.148,170018.921875
3615,7.151,4456.94580078125
3616,7.153,4667.892578125
3617,7.155,1947.22338867188
3618,7.156,1897.26904296875
3619,7.158,2121.46533203125
3620,7.160,764.330322265625
3621,7.162,165646.578125
3622,7.166,5780.1865234375
3623,7.167,7575.04931640625
3624,7.169,9080.515625
3625,7.171,1786.17211914063
3626,7.172,1969.99560546875
3627,7.174,2417.50415039063
3628,7.177,201876.203125
3629,7.180,4069.75610351563
3630,7.181,4611.4560546875
3631,7.183,2907.853515625
3632,7.185,13344.6318359375
3633,7.186,13906.8330078125
3634,7.188,18168.955078125
3635,7.190,2306.7099609375
3636,7.191,2028.14367675781
3637,7.193,1037.13305664063
3638,7.196,265364.65625
3639,7.199,10363.3896484375
3640,7.201,9472.3935546875
3641,7.202,11791.4306640625
3642,7.204,10666.9111328125
3643,7.206,8970.1396484375
3644,7.207,9570.517578125
3645,7.210,279884.46875
3646,7.213,19603.66796875
3647,7.215,19884.12109375
3648,7.216,22730.87890625
3649,7.218,3987.171875
3650,7.220,4879.18017578125
3651,7.221,2951.04223632813
3652,7.223,2007.52648925781
3653,7.225,1654.30603027344
3654,7.226,408.057739257813
3655,7.229,249747.671875
3656,7.232,6217.86962890625
3657,7.234,7462.7158203125
3658,7.236,7999.927734375
3659,7.237,2409.39233398438
3660,7.239,2887.46215820313
3661,7.241,1985.95336914063
3662,7.242,2241.17919921875
3663,7.244,3244.68115234375
3664,7.246,2362.99291992188
3665,7.248,196457.046875
3666,7.251,4634.845703125
3667,7.253,4295.0126953125
3668,7.255,3169.36669921875
3669,7.256,7453.37646484375
3670,7.258,7958.36865234375
3671,7.260,8861.91796875
3672,7.261,2683.84790039063
3673,7.263,1745.72241210938
3674,7.265,733.942504882813
3675,7.267,168612.453125
3676,7.269,162589.59375
3677,7.271,161193.453125
3678,7.274,4590.19384765625
3679,7.276,4788.8056640625
3680,7.277,3240.67846679688
3681,7.279,2632.31420898438
3682,7.281,2252.90747070313
3683,7.282,417.044738769531
3684,7.284,3774.478515625
3685,7.286,3878.88549804688
3686,7.287,4124.1650390625
3687,7.290,145794.078125
3688,7.292,152079.5625
3689,7.293,141086.78125
3690,7.295,149202.625
3691,7.297,144102.859375
3692,7.298,145767.921875
3693,7.300,139716.90625
3694,7.302,140547.953125
3695,7.303,142415.875
3696,7.305,141761.09375
3697,7.307,144931.015625
3698,7.308,142300.09375
3699,7.310,135790.703125
3700,7.313,4508.634765625
3701,7.315,4356.24560546875
3702,7.317,3359.76049804688
3703,7.318,3061.15966796875
3704,7.320,1577.43371582031
3705,7.322,289.883483886719
3706,7.324,150172.484375
3707,7.326,146552.3125
3708,7.328,143657.875
3709,7.329,151380.859375
3710,7.331,154967.609375
3711,7.333,161771.875
3712,7.336,7850.763671875
3713,7.338,11269.66015625
3714,7.339,13202.98828125
3715,7.342,185033.515625
3716,7.344,199325.03125
3717,7.347,7589.47119140625
3718,7.349,8376.861328125
3719,7.350,8711.0869140625
3720,7.353,243808.390625
3721,7.356,4357.59033203125
3722,7.358,4197.9638671875
3723,7.359,2770.64770507813
3724,7.361,2688.66137695313
3725,7.363,1842.13977050781
3726,7.364,473.533050537109
3727,7.366,7658.21240234375
3728,7.368,8610.7578125
3729,7.369,10199.2373046875
3730,7.372,306200.5625
3731,7.375,33917.4296875
3732,7.377,35086.06640625
3733,7.379,40665.2109375
3734,7.380,2941.67993164063
3735,7.382,2572.17895507813
3736,7.384,3205.9736328125
3737,7.385,5013.58642578125
3738,7.387,4961.1845703125
3739,7.389,5821.8037109375
3740,7.391,284616.4375
3741,7.395,5164.11376953125
3742,7.396,3878.724609375
3743,7.398,3118.419921875
3744,7.399,6773.7421875
3745,7.401,6755
3746,7.403,6649.5888671875
3747,7.404,8912.4365234375
3748,7.406,9462.5166015625
3749,7.408,8442.6796875
3750,7.410,219072.71875
3751,7.414,19429.1640625
3752,7.415,20004.033203125
3753,7.417,21097.865234375
3754,7.419,1859.23107910156
3755,7.420,1357.279296875
3756,7.422,451.969757080078
3757,7.425,168926.46875
3758,7.428,3911.29223632813
3759,7.430,4385.13427734375
3760,7.431,3057.02001953125
3761,7.433,3274.20239257813
3762,7.435,5201.02978515625
3763,7.436,4400.40087890625
3764,7.439,157787.609375
3765,7.442,7638.54931640625
3766,7.444,9866.83984375
3767,7.445,8948.5859375
3768,7.447,3711.23193359375
3769,7.449,1614.78039550781
3770,7.450,374.589233398438
3771,7.453,139870.4375
3772,7.456,4192.62841796875
3773,7.458,6666.416015625
3774,7.460,2764.77856445313
3775,7.462,131077.640625
3776,7.464,137565.296875
3777,7.466,133496.71875
3778,7.469,2709.59619140625
3779,7.471,2109.91748046875
3780,7.472,605.867980957031
3781,7.474,4397.6533203125
3782,7.476,5305.45947265625
3783,7.477,5053.921875
3784,7.480,121364.9140625
3785,7.483,4350.10693359375
3786,7.485,5659.880859375
3787,7.486,2995.40112304688
3788,7.489,119536.015625
3789,7.491,120024.4375
3790,7.493,113855.3828125
3791,7.494,113974.3515625
3792,7.496,113083.34375
3793,7.498,113350.3515625
3794,7.499,107817.90625
3795,7.501,112053.4375
3796,7.503,111440.4375
3797,7.504,115091.5625
3798,7.508,2850.958984375
3799,7.509,2101.26000976563
3800,7.511,736.443969726563
3801,7.514,111072.9375
3802,7.517,5481.71923828125
3803,7.518,5820.20751953125
3804,7.520,3774.75
3805,7.523,105741.109375
3806,7.524,100228.8671875
3807,7.526,106225.21875
3808,7.528,105146.8359375
3809,7.529,99956.6953125
3810,7.531,105416.421875
3811,7.533,102406.2109375
3812,7.535,104856.5078125
3813,7.536,102209.9453125
3814,7.538,101537.4765625
3815,7.540,103079.0234375
3816,7.541,103796.640625
3817,7.543,105185.4453125
3818,7.546,2927.9970703125
3819,7.548,2294.43920898438
3820,7.549,590.189208984375
